#         N                   Error        Compute time [s]
         10    0.46424036845565E-02    0.23599993437529E-03
        100    0.14631781959906E-03    0.10200031101704E-03
       1000    0.41740045162442E-05    0.19800011068583E-03
      10000    0.16696017155482E-05    0.15779999084771E-02
     100000    0.62230610637926E-05    0.94019994139671E-02
    1000000    0.59164612321183E-03    0.42413000017405E-01
   10000000    0.36990635097027E-01    0.44288599491119E+00
