#         N                   Error        Compute time [s]
         10    0.96750389784575E-02    0.24499977007508E-03
        100    0.30955934198573E-03    0.10100007057190E-03
       1000    0.10093501259689E-04    0.14400016516447E-03
      10000    0.12901467698612E-05    0.10560001246631E-02
     100000    0.62989520301926E-05    0.60569997876883E-02
    1000000    0.59164612321183E-03    0.29896002262831E-01
   10000000    0.36990635097027E-01    0.27217298746109E+00
