#         N                   Error        Compute time [s]
         10    0.96750831106510E-02    0.29200000000000E-03
        100    0.30968332851392E-03    0.13200000000000E-03
       1000    0.98049726735734E-05    0.43900000000000E-03
      10000    0.31009821098690E-06    0.40670000000000E-02
     100000    0.98062870420362E-08    0.14630000000000E-01
    1000000    0.31012825365827E-09    0.10708800000000E+00
   10000000    0.96530541372347E-11    0.10711060000000E+01
