#         N                   Error        Compute time [s]
         10    0.33277440816164E-01    0.22099958732724E-03
        100    0.10579962981865E-02    0.97000040113926E-04
       1000    0.33619708119659E-04    0.15500001609325E-03
      10000    0.26561845061224E-05    0.11740000918508E-02
     100000    0.62230610637926E-05    0.65049999393523E-02
    1000000    0.59164612321183E-03    0.34362997859716E-01
   10000000    0.36990635097027E-01    0.33903598785400E+00
