#         N                   Error        Compute time [s]
         10    0.33277332943462E-01    0.25100000000000E-03
        100    0.10581074180628E-02    0.97000000000001E-04
       1000    0.33478747645015E-04    0.17700000000000E-03
      10000    0.10587493617743E-05    0.10000000000000E-02
     100000    0.33480791330781E-07    0.82560000000000E-02
    1000000    0.10587510997708E-08    0.36549000000000E-01
   10000000    0.33634577793455E-10    0.33793600000000E+00
