#         N                   Error        Compute time [s]
         10    0.46423889073866E-02    0.41100000000000E-03
        100    0.14624692034496E-03    0.82800000000000E-03
       1000    0.46229340989389E-05    0.47340000000000E-02
      10000    0.14618431099785E-06    0.20134000000000E-01
     100000    0.46227357771045E-08    0.16939400000000E+00
    1000000    0.14618368374396E-09    0.16946120000000E+01
   10000000    0.46227337935203E-11    0.17843188000000E+02
